comment,username,nickname,likes,noOfRepliedComments,avatar,posted_date,extracted_date,video_link,video_likes,video_comments,video_shared,video_posted_date,video_views,video_image_link,video_caption,sentiment
ampun sekali.. lps tu kena monitor terus.. 😅😅 bijak²..,@man128128,man128128 ,0,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1677520800&x-signature=CF%2F96kNXTXyNILyYSm7vKX%2F9PIY%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
xkan la nk ngaku.. kah³..,@mr_covid22,MrKK ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/39967e5709923f630b5dcb2fb9f93f14~c5_100x100.jpg?x-expires=1677520800&x-signature=Kfh5rA2gXP96TbmzXI9rZOnpBnw%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
terbaik Dsai PM 10,@phoenixbangkit,Phoenix28125 ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/7064924018255593498~c5_100x100.jpg?x-expires=1677520800&x-signature=RfD%2BTZ2jOcLQLOjIJK1kfnJe0h4%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,positive
"PM 10 syok sendiri...
memang tak lama dia jadi PM...wait and see",@shah5307,shah5307 ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/ef457f01825a2e5eb71c164a9f6c24d2~c5_100x100.jpg?x-expires=1677520800&x-signature=vLFMjRZlwGfohDHs9N2J9MbmUkU%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
🥰menteri yg sempoi...yg pandang kehadapan😂bukan kampg style...,@mhdnizam2201,Mhd Nizam ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/25ff95a11578690c696eb62e4588f2d1~c5_100x100.jpg?x-expires=1677520800&x-signature=sRbHKO4kbojyvplxpw4pocIceM0%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
belanjawan tahu kucing apa la dri kerajaan hancing ni😏😏😏😏,@m.shaiful616,shaiful616 ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-aiso/08df881f37c9b9dc5449c8f4cfca9ffc~c5_100x100.jpg?x-expires=1677520800&x-signature=Ehn10S45rLrlNKpi8MKt1V4fGbo%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
bodoh la PM skrng,@fakhrikrie,Fakhri Krie ,0,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/7b3ac89c5456d3faa855d7e3dc2a57c6.jpg?x-expires=1677520800&x-signature=bPMVhU8R83i1cutIuo4L3OYBnxs%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
dsai...... najib xbayar hasil.... anak beranak najib....,@fab93rd,fab ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/71a7c54163bfef1d9339c96f35df169d~c5_100x100.jpg?x-expires=1677520800&x-signature=dJ5Acx7l68ipAytV2q%2BRsFYPyNg%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,positive
pmx terbaik,@rusitah,CHE TA ,0,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1605938143299586.jpg?x-expires=1677520800&x-signature=Xyo1yK2ekZ0WXKDRzZ2XsgH7RHk%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,positive
kalau tauke mesin judi online buat pengakuan agak2 dapat ampun tak?? 1 kedai untung 100k paling kurang.cukai dah berapa tu.😂😂😂😂,@zairybinmansir,zairybinmansir ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/7143944236990693403~c5_100x100.jpg?x-expires=1677520800&x-signature=d8Yc9t77iqDRWLQPY3d5R4fNE8U%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
"m40 jatuh ke b40,nak apply #str #btr,tapi PM masih belum umum. untuk apply?? siapa nak bantu, keluarkan duit KWSP kami!!!",@mohdjafri46,mohdjafri46 ,0,1,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/b56c2442ca6a523996c76d9569e6f14c~c5_100x100.jpg?x-expires=1677520800&x-signature=CEJmvTvtd12K5L0I4zHc9%2FYHBPo%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
Dye nak bagi org surrender. Tu jaa cerita sebenar,@arsyadarissa,eza rsyad ,0,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1664675804972034.jpg?x-expires=1677520800&x-signature=gxD77KcYi%2BK4tbJLqB56UAkSnzM%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,positive
𝑵𝒂𝒑𝒆 𝒉𝒐𝒌 𝒌𝒐𝒉𝒐 𝒏𝒈𝒂𝒓𝒖𝒕 𝒔𝒈𝒕 𝒏𝒊 𝒃𝒆𝒓𝒂𝒕 𝒏𝒂𝒏𝒂𝒏𝒈 𝒏𝒈𝒖𝒉 𝒍𝒂,@airmatasesalan1,𝓐𝓲𝓻 𝓜𝓪𝓽𝓪 𝓢𝓮𝓼𝓪𝓵𝓪𝓷 ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/ec027a3a26924a9528e905dcd3ba4c41~c5_100x100.jpg?x-expires=1677520800&x-signature=Img69swrrfAq3JN8gEI9PbcvkCc%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
Berani ke taukeh2 chukong tu serah leher diaorg??? 😅😅,@mohdshahrilbadaru,Green Hornet ,1,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/185436a845cffaf251f08e5a33ab4683~c5_100x100.jpg?x-expires=1677520800&x-signature=7Su9Jf9WdBcrwMeFQ5xpIlzDQIM%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,neutral
bleh la kena game mcm geng ptptn dlu dri xdak rekod trus ada rekod 😂😂,@apai351,apai351 ,1,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1677520800&x-signature=CF%2F96kNXTXyNILyYSm7vKX%2F9PIY%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,positive
ingat kan mansuh lhdn,@fahan_ann30,fahan_ann30 ,1,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/7166169609639952410~c5_100x100.jpg?x-expires=1677520800&x-signature=GCaBR2AfmY%2BvNEvjxysuNynUEMk%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,positive
🥰🥰🥰🥰,@salimkeiko,salimkeiko ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/843fb10de71448bc03f50c7d66595961~c5_100x100.jpg?x-expires=1677520800&x-signature=nuqEdjRPY%2BeEXBusdeyDQHVJtLU%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
puak mana yg untung ni....boleh faham dah....,@cheqlie75,cheqlie75 ,0,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1677520800&x-signature=CF%2F96kNXTXyNILyYSm7vKX%2F9PIY%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
bodohlah aku selamanya bayar cukai secara sukarela,@h3x0dus,Papa H3X ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/f9035d2693f99961ee88428b9d630d87~c5_100x100.jpg?x-expires=1677520800&x-signature=%2FvOVxSz3BjxGDuPRcV3QIDOwegE%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,positive
seronok taukey2,@nnen66,Sunny UwU ,0,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/e89a240ac67f4cf15eb051fb2aeb3d1e.jpg?x-expires=1677520800&x-signature=EV99P9BCrqowHD2iBal1m3xBhoQ%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
Cai mesti taktau nk letak muka kt mana pentaksub depa umum mcm tu. Takde senangkan rakyat pon,@adammikhael99,Adam ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-aiso/2bed1dee948ce30d1e56398f7ad52cb7~c5_100x100.jpg?x-expires=1677520800&x-signature=rs%2FohnRuljf2Mp2a6mHgC9PS2Vo%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
"Hahahaha belanjawan pilih bulu juga, takdak insiatif baloi untuk rakyat, buka pinjaman untuk peniaga kecil. Sj nk tmbah hutang rakyat 🤣🤣🤣",@adammikhael99,Adam ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-aiso/2bed1dee948ce30d1e56398f7ad52cb7~c5_100x100.jpg?x-expires=1677520800&x-signature=rs%2FohnRuljf2Mp2a6mHgC9PS2Vo%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
rakyat tak perlu pengularan kwsp tak wajib pun ....pandai pandai laaa nak hidup rakyat😂😂😂😂prn kasi buktikan kuasa rakyat pulak...,@senyummanja403,senyummanja403 ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/7149077047850041371~c5_100x100.jpg?x-expires=1677520800&x-signature=tiL99%2BCxnDo2vZJRhH8LOdEFMhA%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
sila letak jawatan dgn segera sebelum rakyat paksa dgn kasar,@hairibinhashimhai,hairibinhashimhai ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/7147854257029382171~c5_100x100.jpg?x-expires=1677520800&x-signature=JXJm6v3CY5qu2z1gOT7wMbcJ0ac%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
Bajet apa yg kw umum ni Anwar? hadooii la... 🤦,@nurmanmanzie,Nurman Manzie ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/ae89161afdfa5a9a28b3eab3e4bfd89e~c5_100x100.jpg?x-expires=1677520800&x-signature=sc1KPumiVKriRWU1t%2FtcmF%2B92FQ%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
hancur blanjawan.. buat dek anuar...,@shamkhalid47,Shamkhalid75 ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/bb3599330af7c4bb7d04feb0885780e7~c5_100x100.jpg?x-expires=1677520800&x-signature=cP3iO8aUj%2B3ICBMZ8%2BRvWwi9%2BJU%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,positive
nk lepaskan peyamun..,@zalibm1,Zali ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/bdd0a94ac074d4bd05683e8ed97a7d5a~c5_100x100.jpg?x-expires=1677520800&x-signature=WcgDdRNVDFHbhvipThi5%2FoEBvbs%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
mohon semak semula akaun anggota KWSP yg dikenakan cukai.,@nancygdenis,Nancy_GD® ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/fc9b5d3578cdde85067e6a9e538a4e0c~c5_100x100.jpg?x-expires=1677520800&x-signature=1%2BJmvsFsMvIe0pqfV4HtTCNSn0E%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
cantik boskuss lepas...s3nang hidup😂😂,@korzackanwar,korzackanwar ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/d7be858b5f2b892b4829f348008ee475~c5_100x100.jpg?x-expires=1677520800&x-signature=WG3udfqXWhpbliCc%2B6P%2BLMJZKxU%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,positive
najib xbyr cukai xkn nk dpt pengampunan😂😂,@_cikotiktok,yanie la tahzan ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/1b510cd7fc3ca8bb6e102eb4f5d9d781~c5_100x100.jpg?x-expires=1677520800&x-signature=ESzHgMkYw%2FPq9oRLO1DiDDMmkro%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
macai2 cukup seronok dgar ni😂,@ftt5459r,FTT5459R ,1,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/2a8dcadecbcf5f6b519758c02e1831c9~c5_100x100.jpg?x-expires=1677520800&x-signature=1XGuG3NFQpw%2BSWAMs4koBAbxLo0%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
"Orang petik sawit macam aku ni, boleh dengar je la.. Apa dia cakap pon tak faham..",@hayreddinbarbarossa,Richthofen_ ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/51651e1f2fbabb5fa114804c8df9dd20~c5_100x100.jpg?x-expires=1677520800&x-signature=3WmuLFsfUnxcRJ24RwVm7UTk0rE%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
satu apa menefosto pun tak bantu rakyat,@witlang,on x on ,0,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1659780128315394.jpg?x-expires=1677520800&x-signature=z2Tpm9tyla52h%2FrXxpmwovYLbwo%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
